popularity,is_collaboration,num_artists,track_name_length,release_year,release_month,release_day_of_week,is_explicit,artist_popularity,artist_followers
42,0,1,4,2022.0,7.0,1.0,1,82,19276073
42,0,1,18,2022.0,5.0,0.0,1,89,22723977
42,1,2,36,2021.0,11.0,3.0,0,64,1443232
42,0,1,8,2020.0,1.0,4.0,1,86,17967990
42,1,2,36,2023.0,11.0,4.0,0,78,4774158
42,1,3,57,2024.0,10.0,4.0,0,62,783089
42,1,2,22,2020.0,11.0,4.0,1,64,3481855
42,0,1,4,2014.0,4.0,1.0,1,89,22723977
42,0,1,31,2020.0,12.0,0.0,1,85,14990942
42,0,1,19,2010.0,11.0,4.0,1,82,27099455
42,1,2,40,1997.0,3.0,1.0,1,76,12787604
42,1,2,30,2005.0,1.0,5.0,1,82,6020889
42,1,6,30,2001.0,1.0,0.0,1,78,22592720
42,0,1,9,2022.0,5.0,3.0,1,88,104677300
42,1,2,24,2015.0,4.0,3.0,1,84,12436593
42,1,4,21,2015.0,8.0,4.0,1,78,15116155
42,0,1,11,2013.0,1.0,1.0,1,86,17967990
42,0,1,4,2011.0,5.0,0.0,1,87,24492412
42,0,1,7,2022.0,11.0,4.0,1,85,14990942
42,0,1,10,2016.0,9.0,4.0,1,86,15058026
42,0,1,9,2007.0,1.0,0.0,1,83,18912162
42,1,2,31,2018.0,9.0,4.0,1,56,1034737
42,0,1,9,2011.0,9.0,1.0,1,82,27099455
42,0,1,9,2025.0,3.0,4.0,1,85,14990942
42,1,2,7,2020.0,11.0,4.0,1,64,3481855
42,1,2,23,2018.0,9.0,1.0,1,78,7321011
42,0,1,6,2016.0,1.0,6.0,1,89,22723977
42,1,2,11,1999.0,2.0,1.0,1,88,104677300
42,1,2,15,2014.0,12.0,4.0,1,84,34311895
42,1,2,32,2022.0,5.0,0.0,1,89,22723977
42,0,1,24,1999.0,11.0,2.0,0,78,15116155
42,0,1,3,2023.0,12.0,4.0,1,85,14990942
42,0,1,7,2005.0,1.0,5.0,1,86,17967990
42,0,1,13,1988.0,8.0,0.0,1,63,6655056
42,0,1,29,2025.0,9.0,4.0,1,72,11088183
42,1,2,8,2020.0,11.0,4.0,1,64,3481855
42,0,1,13,2013.0,11.0,1.0,1,88,104677300
42,1,2,11,2013.0,11.0,1.0,1,88,104677300
42,0,1,49,1997.0,1.0,2.0,1,78,22592720
42,0,1,5,2020.0,11.0,4.0,1,85,14990942
42,1,2,32,2023.0,6.0,4.0,1,84,12436593
42,1,3,49,2005.0,11.0,4.0,1,24,274
42,0,1,7,2025.0,3.0,4.0,1,85,14990942
42,1,3,37,2024.0,8.0,4.0,1,63,1657249
42,0,1,10,2022.0,11.0,4.0,1,60,2850819
42,0,1,9,2017.0,6.0,4.0,1,84,12436593
42,0,1,7,2017.0,8.0,4.0,1,85,21687055
42,0,1,4,2016.0,10.0,4.0,1,85,14990942
42,0,1,26,1999.0,11.0,2.0,0,78,15116155
42,1,2,6,2010.0,1.0,4.0,1,84,34311895
42,1,2,41,2025.0,6.0,3.0,1,86,17967990
42,1,2,13,2001.0,1.0,0.0,1,78,22592720
42,1,3,25,2018.0,8.0,4.0,1,84,12436593
42,0,1,5,2017.0,5.0,3.0,1,85,10381399
42,1,3,19,2010.0,1.0,4.0,0,89,31088986
42,1,2,8,2017.0,12.0,4.0,1,85,21687055
42,1,2,7,2016.0,7.0,4.0,1,84,23853911
42,0,1,11,2025.0,9.0,4.0,1,72,11088183
42,1,2,26,2021.0,4.0,4.0,1,62,612605
42,0,1,25,2021.0,11.0,6.0,0,89,31088986
42,0,1,9,2022.0,11.0,4.0,1,85,14990942
42,0,1,9,2020.0,4.0,4.0,1,85,14990942
42,0,1,4,2024.0,2.0,3.0,1,85,14990942
42,1,5,72,2025.0,2.0,4.0,0,40,4410
42,0,1,15,2015.0,3.0,5.0,1,89,22723977
42,1,2,8,2024.0,3.0,3.0,0,86,39859117
42,0,1,18,2017.0,6.0,4.0,1,89,22723977
42,0,1,31,1997.0,1.0,2.0,1,78,22592720
42,0,1,14,2021.0,8.0,4.0,1,72,4296406
42,0,1,9,2009.0,6.0,0.0,1,82,27099455
42,0,1,7,2022.0,10.0,4.0,1,85,14990942
42,0,1,12,1999.0,11.0,1.0,1,72,4296406
42,0,1,17,2022.0,7.0,1.0,1,82,19276073
42,0,1,14,2016.0,2.0,4.0,1,82,6020889
42,1,2,17,2017.0,11.0,4.0,1,74,5151446
42,0,1,11,2007.0,6.0,4.0,1,86,17967990
42,0,1,9,2016.0,4.0,2.0,1,89,22723977
42,0,1,16,1997.0,1.0,2.0,1,78,22592720
42,1,3,14,2015.0,8.0,4.0,1,78,15116155
42,1,2,23,2020.0,11.0,4.0,1,89,22723977
42,0,1,10,2017.0,7.0,3.0,1,89,22723977
42,0,1,11,2021.0,10.0,4.0,1,84,12436593
42,1,2,34,2021.0,10.0,3.0,1,85,7496527
42,1,4,48,2005.0,11.0,4.0,1,76,12787604
42,0,1,6,2024.0,12.0,2.0,1,84,12436593
42,1,3,49,2002.0,9.0,1.0,1,72,4296406
42,1,2,18,2022.0,11.0,4.0,1,60,2850819
42,0,1,16,2022.0,10.0,4.0,1,85,14990942
42,0,1,12,2011.0,5.0,0.0,1,87,24492412
42,0,1,11,2018.0,9.0,4.0,1,85,14990942
42,0,1,9,2019.0,6.0,4.0,1,89,22723977
42,0,1,8,2018.0,6.0,4.0,1,85,14990942
42,1,2,53,2019.0,7.0,4.0,1,62,821864
42,0,1,14,2012.0,1.0,1.0,1,89,22723977
42,1,2,46,2023.0,9.0,4.0,1,57,3312062
42,0,1,22,2010.0,1.0,4.0,1,86,17967990
42,1,2,8,2016.0,7.0,4.0,1,84,23853911
42,0,1,12,2005.0,1.0,5.0,0,82,6020889
41,0,1,16,2009.0,1.0,3.0,1,83,18912162
41,0,1,12,2016.0,4.0,2.0,1,89,22723977
41,1,3,6,2019.0,4.0,1.0,0,48,40758
41,0,1,20,2023.0,1.0,4.0,1,85,14990942
41,1,2,8,2010.0,1.0,4.0,1,86,17967990
41,1,2,27,2023.0,9.0,3.0,1,72,4296406
41,1,2,9,2015.0,8.0,4.0,1,43,305202
41,1,2,25,2022.0,8.0,4.0,1,88,104677300
41,1,2,13,2013.0,1.0,1.0,1,86,17967990
41,0,1,6,2011.0,1.0,5.0,1,83,18912162
41,1,2,4,2008.0,1.0,1.0,1,72,4296406
41,1,2,4,2022.0,3.0,4.0,0,82,6020889
41,0,1,27,1991.0,10.0,1.0,1,72,11088183
41,1,4,34,2021.0,4.0,4.0,1,63,288308
41,0,1,4,2007.0,1.0,0.0,1,86,17967990
41,0,1,16,2023.0,4.0,4.0,1,72,4296406
41,1,2,45,2020.0,5.0,4.0,1,86,34800337
41,1,2,10,2024.0,4.0,4.0,1,89,22723977
41,1,2,21,2018.0,6.0,4.0,1,85,14990942
41,1,2,23,2023.0,4.0,4.0,1,85,14990942
41,0,1,10,2023.0,1.0,4.0,1,85,14990942
41,0,1,36,1999.0,11.0,2.0,0,78,15116155
41,1,3,44,2021.0,11.0,4.0,1,76,7733794
41,0,1,20,2022.0,10.0,4.0,1,85,14990942
41,0,1,14,2012.0,1.0,6.0,1,84,34311895
41,1,3,11,2024.0,11.0,4.0,1,72,11088183
41,0,1,19,2017.0,12.0,4.0,0,88,104677300
41,1,2,13,2017.0,11.0,4.0,1,74,5151446
41,1,3,32,2021.0,12.0,2.0,1,71,2726745
41,0,1,11,2015.0,1.0,3.0,1,89,22723977
41,0,1,4,2017.0,6.0,4.0,1,89,22723977
41,0,1,18,2022.0,5.0,0.0,1,89,22723977
41,1,4,29,2002.0,1.0,1.0,1,78,22592720
41,0,1,11,2015.0,3.0,5.0,1,89,22723977
41,1,2,8,2011.0,8.0,0.0,1,86,17967990
41,0,1,16,2016.0,10.0,4.0,1,85,14990942
41,1,2,25,2022.0,1.0,4.0,1,86,17967990
41,0,1,9,2018.0,6.0,4.0,1,85,14990942
41,0,1,7,2020.0,3.0,4.0,1,85,14990942
41,1,3,27,2024.0,12.0,4.0,1,81,15730309
41,0,1,20,2022.0,5.0,0.0,1,89,22723977
41,0,1,8,2009.0,6.0,0.0,1,82,27099455
41,1,2,27,2025.0,6.0,4.0,1,86,17967990
41,0,1,16,2001.0,1.0,0.0,1,78,22592720
41,0,1,10,2024.0,12.0,2.0,1,84,12436593
41,0,1,17,2025.0,9.0,4.0,1,72,11088183
41,0,1,5,2021.0,10.0,4.0,1,84,12436593
41,0,1,14,2015.0,12.0,4.0,1,84,12436593
41,0,1,10,2022.0,5.0,6.0,1,85,14990942
41,1,2,33,2018.0,11.0,4.0,0,87,24492412
41,1,2,21,2023.0,5.0,4.0,1,85,14990942
41,1,2,4,2025.0,6.0,4.0,1,66,2888553
41,0,1,11,2024.0,11.0,4.0,1,89,22723977
41,0,1,11,2004.0,11.0,4.0,1,88,104677300
41,1,2,11,2002.0,1.0,1.0,1,78,22592720
41,1,2,6,2020.0,5.0,4.0,1,88,28386090
41,1,3,19,2023.0,11.0,4.0,1,69,7339434
41,0,1,11,2025.0,3.0,4.0,1,85,14990942
41,0,1,10,2014.0,4.0,1.0,1,89,22723977
41,1,4,32,2001.0,1.0,0.0,1,78,22592720
41,1,3,5,2006.0,1.0,6.0,1,78,22592720
41,0,1,9,2022.0,7.0,1.0,1,82,19276073
41,1,3,30,2023.0,11.0,4.0,1,74,8309985
41,0,1,12,2024.0,7.0,4.0,1,85,14990942
41,1,2,10,2005.0,1.0,5.0,1,86,17967990
41,1,4,46,2020.0,1.0,3.0,1,62,821864
41,1,2,29,2018.0,9.0,4.0,1,86,17967990
41,1,3,31,2018.0,8.0,4.0,1,84,12436593
41,0,1,7,2025.0,3.0,4.0,1,85,14990942
41,0,1,6,2016.0,3.0,0.0,1,81,25971799
41,0,1,17,2023.0,6.0,4.0,1,84,12436593
41,1,2,33,2024.0,12.0,2.0,1,84,12436593
41,0,1,19,2025.0,3.0,4.0,1,85,14990942
41,0,1,9,2017.0,12.0,4.0,1,85,21687055
41,1,3,39,2019.0,10.0,2.0,0,78,12914601
41,1,2,26,2018.0,6.0,4.0,1,82,16954114
41,0,1,9,2023.0,4.0,4.0,1,85,14990942
41,0,1,7,2022.0,8.0,4.0,1,85,14990942
41,1,2,49,2024.0,11.0,4.0,1,84,34311895
41,0,1,13,2018.0,6.0,4.0,1,85,14990942
41,0,1,17,2024.0,11.0,4.0,1,89,22723977
41,0,1,17,2015.0,1.0,3.0,1,89,22723977
41,1,2,10,2020.0,11.0,4.0,1,64,3481855
41,0,1,14,2016.0,4.0,2.0,1,89,22723977
41,1,5,33,2016.0,1.0,4.0,1,62,1438323
41,0,1,14,2009.0,6.0,0.0,1,82,27099455
41,1,2,12,2024.0,7.0,4.0,1,53,65576
41,0,1,20,2024.0,1.0,1.0,1,84,23853911
41,1,2,6,2022.0,11.0,4.0,1,60,2850819
41,1,2,20,2006.0,1.0,6.0,1,61,1358705
41,1,4,12,2004.0,1.0,3.0,1,78,22592720
41,1,5,61,2019.0,7.0,4.0,1,62,821864
41,0,1,12,2023.0,4.0,4.0,1,85,14990942
41,1,2,10,2021.0,12.0,4.0,1,85,14990942
41,1,2,29,2020.0,4.0,4.0,1,85,14990942
41,0,1,10,2024.0,12.0,2.0,1,84,12436593
41,0,1,4,2018.0,8.0,3.0,1,89,31088986
41,1,5,15,2001.0,8.0,0.0,1,88,104677300
41,0,1,6,2016.0,10.0,4.0,1,85,14990942
41,0,1,18,2008.0,1.0,1.0,1,86,17967990
41,1,3,16,2012.0,1.0,6.0,1,84,34311895
41,1,2,7,2020.0,11.0,4.0,1,89,22723977
41,0,1,12,2009.0,6.0,0.0,1,82,27099455
41,1,3,22,2014.0,9.0,4.0,0,71,12196294
41,0,1,19,1988.0,8.0,0.0,1,63,6655056
41,1,2,20,2019.0,1.0,3.0,1,62,668555
41,0,1,11,2022.0,10.0,4.0,1,85,14990942
41,0,1,9,2022.0,11.0,4.0,1,85,14990942
41,1,3,13,1999.0,2.0,1.0,1,88,104677300
41,0,1,13,2023.0,11.0,4.0,1,85,14990942
41,0,1,4,2024.0,12.0,2.0,1,84,12436593
41,1,2,8,2013.0,1.0,1.0,1,86,17967990
41,1,2,18,2020.0,11.0,4.0,1,89,22723977
41,1,2,19,2017.0,1.0,4.0,1,81,25971799
41,0,1,16,2006.0,1.0,6.0,1,82,6020889
41,1,2,11,2010.0,6.0,0.0,1,88,104677300
41,0,1,8,2018.0,12.0,4.0,1,84,23853911
41,0,1,11,2004.0,11.0,4.0,1,88,104677300
41,1,2,25,2023.0,7.0,2.0,1,42,51743
41,0,1,7,2022.0,11.0,4.0,1,85,14990942
41,0,1,21,2009.0,6.0,0.0,1,82,27099455
41,1,3,15,2001.0,1.0,0.0,1,78,22592720
41,0,1,7,2017.0,6.0,4.0,1,84,12436593
41,1,3,5,2017.0,9.0,4.0,1,64,1607667
41,1,2,12,2015.0,11.0,4.0,0,82,6020889
41,0,1,10,2016.0,10.0,4.0,1,85,14990942
41,0,1,17,1991.0,11.0,1.0,1,78,22592720
41,1,2,23,2018.0,4.0,4.0,1,84,12436593
40,0,1,4,2023.0,4.0,4.0,1,72,4296406
40,0,1,21,1992.0,11.0,1.0,1,72,11088183
40,1,2,16,2021.0,8.0,2.0,1,85,10381399
40,0,1,9,2023.0,11.0,4.0,1,85,14990942
40,0,1,10,2018.0,11.0,3.0,1,84,34311895
40,1,3,31,2013.0,11.0,1.0,1,89,22723977
40,1,2,2,2023.0,11.0,4.0,1,74,8309985
40,0,1,15,2011.0,1.0,5.0,1,84,34311895
40,1,2,36,2020.0,1.0,4.0,1,86,17967990
40,0,1,7,2019.0,6.0,4.0,1,89,22723977
40,0,1,17,2020.0,10.0,3.0,1,85,21687055
40,1,2,26,2018.0,11.0,3.0,1,84,34311895
40,0,1,7,2023.0,1.0,4.0,1,85,14990942
40,1,3,4,2023.0,12.0,4.0,1,74,5845159
40,1,3,67,2024.0,3.0,4.0,1,51,209430
40,0,1,8,2022.0,10.0,4.0,1,85,14990942
40,1,2,29,2023.0,3.0,4.0,1,86,17967990
40,1,2,9,2017.0,2.0,4.0,1,76,5992801
40,1,2,14,2023.0,8.0,4.0,1,52,582937
40,0,1,9,2020.0,4.0,4.0,1,85,14990942
40,1,3,44,2023.0,12.0,4.0,1,84,34311895
40,1,4,8,2016.0,1.0,4.0,1,62,1438323
40,0,1,8,2017.0,8.0,3.0,1,85,21687055
40,0,1,5,2022.0,8.0,4.0,1,85,14990942
40,0,1,27,1997.0,3.0,1.0,1,76,12787604
40,1,2,30,2020.0,8.0,4.0,1,72,4296406
40,0,1,11,2022.0,7.0,2.0,1,82,19276073
40,1,2,43,2017.0,9.0,4.0,1,85,10381399
40,1,6,81,2005.0,11.0,4.0,1,76,12787604
40,0,1,34,2001.0,8.0,0.0,0,88,104677300
40,0,1,8,2015.0,1.0,3.0,1,89,22723977
40,1,3,11,1999.0,2.0,1.0,0,88,104677300
40,1,2,23,2019.0,4.0,0.0,1,85,14990942
40,1,3,13,2018.0,10.0,1.0,1,50,151128
40,0,1,14,2017.0,7.0,3.0,1,89,22723977
40,1,3,20,2023.0,8.0,4.0,1,70,3789079
40,0,1,21,1990.0,8.0,1.0,1,63,6655056
40,0,1,20,2013.0,6.0,1.0,1,82,27099455
40,1,2,12,2008.0,1.0,1.0,1,86,17967990
40,0,1,17,2021.0,5.0,4.0,1,84,34311895
40,0,1,19,2023.0,9.0,3.0,1,72,4296406
40,0,1,9,2025.0,3.0,4.0,1,85,14990942
40,0,1,10,2023.0,4.0,4.0,1,85,14990942
40,1,2,37,2018.0,6.0,4.0,1,89,22723977
40,0,1,11,2004.0,1.0,3.0,1,78,22592720
40,0,1,13,2023.0,1.0,4.0,1,85,14990942
40,1,2,36,2021.0,4.0,3.0,1,58,235001
40,0,1,7,2016.0,10.0,4.0,1,85,14990942
40,0,1,7,2023.0,4.0,4.0,1,85,14990942
40,1,2,24,2021.0,3.0,4.0,1,66,1758998
40,0,1,10,2024.0,12.0,2.0,1,84,12436593
40,0,1,5,2023.0,4.0,4.0,1,72,4296406
40,0,1,30,1993.0,12.0,1.0,1,72,11088183
40,1,2,17,2018.0,6.0,4.0,1,72,4296406
40,1,3,34,2021.0,4.0,4.0,1,63,288308
40,0,1,7,2022.0,7.0,1.0,1,82,19276073
40,0,1,24,2013.0,6.0,1.0,1,82,27099455
40,0,1,24,1999.0,11.0,2.0,0,78,15116155
40,1,2,27,2024.0,7.0,4.0,1,62,366432
40,1,3,42,2019.0,7.0,3.0,0,88,122888289
40,1,3,45,2021.0,9.0,4.0,1,71,6141931
40,0,1,9,2005.0,1.0,5.0,1,86,17967990
40,0,1,9,2009.0,6.0,0.0,1,82,27099455
40,0,1,13,1991.0,5.0,1.0,1,63,6655056
40,0,1,7,2004.0,1.0,3.0,1,86,17967990
40,0,1,9,2023.0,4.0,4.0,1,85,14990942
40,1,3,46,2022.0,4.0,1.0,0,89,22723977
40,1,3,9,2001.0,1.0,0.0,1,78,22592720
40,0,1,7,2022.0,10.0,4.0,1,85,14990942
40,0,1,7,2023.0,4.0,4.0,1,85,14990942
40,1,2,11,2011.0,5.0,0.0,1,87,24492412
40,0,1,18,2020.0,1.0,4.0,1,88,104677300
40,1,3,18,2018.0,8.0,4.0,1,84,12436593
40,0,1,7,1991.0,11.0,1.0,1,78,22592720
40,0,1,7,2022.0,11.0,4.0,1,85,14990942
40,1,6,82,2023.0,2.0,4.0,0,72,3479342
40,1,4,19,2006.0,1.0,6.0,1,61,1358705
40,1,3,10,2018.0,6.0,4.0,1,72,4296406
40,0,1,4,2023.0,1.0,4.0,1,85,14990942
40,0,1,8,2001.0,8.0,0.0,1,88,104677300
40,1,2,59,2009.0,6.0,0.0,1,82,27099455
40,0,1,19,1988.0,8.0,0.0,1,63,6655056
40,1,2,42,2017.0,5.0,3.0,1,85,10381399
40,1,2,26,2016.0,2.0,4.0,1,84,12436593
40,0,1,13,2022.0,11.0,4.0,1,85,14990942
40,0,1,7,2016.0,4.0,2.0,1,89,22723977
40,0,1,23,1991.0,5.0,1.0,1,63,6655056
40,0,1,7,2017.0,4.0,4.0,1,80,6617029
40,1,2,22,2005.0,11.0,4.0,1,76,12787604
40,0,1,7,2016.0,1.0,6.0,1,89,22723977
40,1,2,35,1996.0,7.0,1.0,1,72,4296406
40,0,1,24,2023.0,9.0,3.0,1,72,4296406
40,0,1,12,2021.0,8.0,4.0,1,72,4296406
40,1,3,39,2023.0,11.0,4.0,1,74,8309985
40,0,1,6,2022.0,10.0,4.0,1,85,14990942
40,1,3,38,2018.0,11.0,3.0,1,84,34311895
40,1,3,17,1999.0,2.0,1.0,1,88,104677300
40,0,1,14,2021.0,12.0,4.0,1,72,4296406
40,1,3,20,2021.0,4.0,4.0,1,63,288308
40,1,3,53,2022.0,3.0,3.0,1,62,821864
40,0,1,22,2001.0,12.0,1.0,1,72,4296406
40,0,1,6,2016.0,10.0,4.0,1,85,14990942
40,0,1,10,2007.0,1.0,0.0,1,83,18912162
40,0,1,46,2022.0,6.0,4.0,0,76,12787604
40,1,5,13,2022.0,12.0,4.0,1,40,77303
40,0,1,15,2022.0,7.0,2.0,1,85,14990942
40,0,1,9,2022.0,8.0,4.0,1,58,1858890
40,1,2,26,2018.0,11.0,3.0,1,84,34311895
40,0,1,16,2001.0,8.0,0.0,1,88,104677300
40,1,3,7,2004.0,1.0,3.0,0,54,381332
40,0,1,17,2024.0,12.0,2.0,1,84,12436593
40,0,1,5,2014.0,7.0,1.0,1,86,17967990
40,0,1,3,2018.0,11.0,3.0,1,84,34311895
40,1,2,21,2001.0,12.0,1.0,1,72,4296406
40,1,2,34,2024.0,12.0,4.0,1,82,27099455
40,1,2,19,2001.0,8.0,0.0,1,88,104677300
40,0,1,30,2022.0,3.0,2.0,1,85,10381399
40,0,1,5,2007.0,5.0,4.0,1,82,27099455
40,1,2,47,2017.0,10.0,4.0,1,63,2015203
40,1,2,6,2011.0,5.0,0.0,1,87,24492412
40,0,1,22,2012.0,1.0,1.0,1,89,22723977
40,0,1,14,2023.0,4.0,4.0,1,85,14990942
40,1,2,13,2009.0,7.0,3.0,0,82,6020889
39,1,2,14,2007.0,1.0,1.0,0,36,38495
39,1,2,32,2024.0,6.0,0.0,1,85,7496527
39,1,3,33,2021.0,4.0,4.0,1,63,288308
39,0,1,7,2012.0,1.0,6.0,1,84,34311895
39,1,3,31,2008.0,1.0,1.0,0,86,17967990
39,1,2,6,2017.0,8.0,4.0,1,85,21687055
39,0,1,11,2001.0,8.0,0.0,1,88,104677300
39,0,1,15,2010.0,9.0,1.0,1,72,11088183
39,1,2,7,2014.0,5.0,4.0,1,83,18912162
39,1,3,32,2020.0,5.0,4.0,1,88,28386090
39,0,1,19,2001.0,1.0,0.0,1,78,22592720
39,1,2,23,2021.0,10.0,4.0,1,84,12436593
39,0,1,47,2021.0,1.0,5.0,0,86,17967990
39,1,2,39,1997.0,3.0,1.0,1,76,12787604
39,1,2,37,2017.0,11.0,3.0,1,85,10381399
39,0,1,17,2020.0,5.0,4.0,1,85,10381399
39,1,2,30,2024.0,12.0,2.0,1,84,12436593
39,1,2,31,2022.0,11.0,4.0,1,55,338842
39,1,2,47,2024.0,11.0,3.0,1,85,42616046
39,0,1,29,2005.0,3.0,3.0,1,83,18912162
39,1,2,34,1999.0,4.0,1.0,1,72,4296406
39,0,1,26,1997.0,1.0,2.0,1,78,22592720
39,0,1,29,1992.0,12.0,1.0,1,78,15116155
39,0,1,7,2022.0,10.0,4.0,1,85,14990942
39,1,3,24,2021.0,4.0,4.0,1,63,288308
39,0,1,21,2012.0,1.0,1.0,1,89,22723977
39,1,6,7,2022.0,12.0,4.0,1,40,77303
39,1,2,20,2005.0,11.0,4.0,1,76,12787604
39,0,1,16,2025.0,9.0,4.0,1,72,11088183
39,0,1,24,2010.0,11.0,0.0,1,84,34311895
39,0,1,18,2020.0,9.0,4.0,1,86,17967990
39,0,1,9,2010.0,1.0,4.0,1,84,34311895
39,0,1,14,2022.0,10.0,4.0,1,85,14990942
39,1,2,23,2016.0,2.0,4.0,1,84,12436593
39,0,1,34,2021.0,3.0,4.0,0,87,24492412
39,0,1,10,2018.0,11.0,3.0,1,84,34311895
39,1,2,4,2022.0,6.0,4.0,1,70,5205215
39,0,1,7,2013.0,1.0,1.0,0,82,6020889
39,1,2,22,2023.0,3.0,4.0,1,86,17967990
39,0,1,13,2004.0,11.0,1.0,1,72,4296406
39,0,1,12,2023.0,4.0,4.0,1,85,14990942
39,1,3,11,2014.0,7.0,1.0,1,84,12436593
39,0,1,3,2015.0,3.0,5.0,1,89,22723977
39,0,1,11,2025.0,6.0,4.0,0,86,17967990
39,0,1,16,2018.0,6.0,4.0,1,89,22723977
39,1,2,21,2024.0,1.0,4.0,1,40,53817
39,1,2,34,2024.0,11.0,3.0,1,63,2110286
39,0,1,8,2018.0,6.0,4.0,1,85,14990942
39,1,2,28,2015.0,1.0,3.0,1,89,22723977
39,1,3,46,2002.0,12.0,4.0,1,72,4296406
39,0,1,21,2022.0,8.0,1.0,0,85,14990942
39,0,1,9,2022.0,4.0,4.0,1,85,14990942
39,0,1,9,2022.0,11.0,4.0,1,85,14990942
39,0,1,11,2021.0,8.0,6.0,0,89,31088986
39,0,1,16,2025.0,9.0,4.0,1,72,11088183
39,1,3,23,1999.0,12.0,1.0,1,78,22592720
39,1,2,13,1999.0,11.0,1.0,1,78,15116155
39,0,1,3,2023.0,1.0,4.0,1,85,14990942
39,0,1,5,2010.0,6.0,0.0,1,88,104677300
39,1,2,32,2021.0,7.0,4.0,1,80,11026955
39,0,1,15,2014.0,5.0,4.0,1,83,18912162
39,1,2,11,2024.0,12.0,4.0,1,81,15730309
39,0,1,22,2018.0,2.0,4.0,1,85,10381399
39,0,1,8,2014.0,12.0,0.0,1,84,34311895
39,0,1,6,2018.0,6.0,4.0,1,85,14990942
39,1,2,9,2025.0,6.0,2.0,1,52,781614
39,0,1,6,2013.0,1.0,1.0,1,86,17967990
39,0,1,3,2016.0,10.0,4.0,1,85,14990942
39,0,1,2,2023.0,4.0,4.0,1,72,4296406
39,1,3,37,2016.0,2.0,4.0,1,84,12436593
39,0,1,18,2022.0,7.0,1.0,1,82,19276073
39,0,1,6,2011.0,5.0,0.0,1,87,24492412
39,0,1,14,2002.0,12.0,4.0,1,72,4296406
39,1,2,30,2020.0,5.0,4.0,1,84,12436593
39,0,1,9,2023.0,4.0,4.0,1,85,14990942
39,1,2,24,2021.0,1.0,1.0,1,52,531857
39,0,1,12,2017.0,12.0,4.0,1,85,21687055
39,1,2,9,2017.0,8.0,4.0,1,85,21687055
39,1,2,27,2022.0,1.0,4.0,1,86,17967990
39,1,2,46,2004.0,1.0,3.0,1,78,22592720
39,1,2,8,2020.0,8.0,4.0,1,86,17967990
39,1,2,18,2023.0,5.0,4.0,0,79,19177938
39,0,1,8,2019.0,1.0,4.0,1,89,22723977
39,1,2,33,2024.0,11.0,4.0,1,84,34311895
39,0,1,10,2023.0,4.0,4.0,1,85,14990942
39,1,2,28,2023.0,7.0,4.0,1,72,4296406
39,1,2,29,2018.0,7.0,4.0,1,89,22723977
39,0,1,16,2004.0,1.0,3.0,1,78,22592720
39,0,1,9,2023.0,1.0,4.0,1,85,14990942
39,0,1,8,2001.0,8.0,0.0,1,88,104677300
39,1,2,10,2017.0,3.0,3.0,1,84,34311895
39,1,2,13,2008.0,1.0,1.0,1,86,17967990
39,1,3,10,1993.0,2.0,1.0,1,78,22592720
39,0,1,7,2001.0,12.0,1.0,1,72,4296406
39,0,1,5,2023.0,9.0,3.0,1,72,4296406
39,0,1,10,2012.0,1.0,6.0,1,84,34311895
39,0,1,27,2009.0,6.0,0.0,1,82,27099455
39,1,2,14,2020.0,5.0,4.0,1,88,28386090
39,0,1,9,2014.0,10.0,1.0,1,89,22723977
39,1,2,7,2015.0,8.0,4.0,1,78,15116155
39,0,1,9,2007.0,5.0,4.0,1,82,27099455
39,0,1,11,2020.0,4.0,4.0,1,85,14990942
39,0,1,25,2002.0,1.0,1.0,1,78,22592720
39,1,3,6,2020.0,8.0,3.0,1,47,254561
39,1,3,32,2021.0,4.0,4.0,1,63,288308
39,0,1,25,1997.0,3.0,1.0,1,76,12787604
39,1,2,19,2019.0,10.0,4.0,0,55,369546
39,0,1,11,2007.0,5.0,4.0,1,82,27099455
39,0,1,11,2007.0,5.0,4.0,1,82,27099455
39,0,1,21,1994.0,9.0,1.0,1,76,12787604
39,1,2,17,2023.0,7.0,2.0,0,84,41212988
39,0,1,16,1997.0,1.0,2.0,1,78,22592720
39,0,1,8,2001.0,8.0,0.0,1,88,104677300
39,1,3,51,2024.0,9.0,2.0,1,88,104677300
39,1,2,5,2000.0,12.0,1.0,0,86,17967990
39,0,1,7,2005.0,1.0,5.0,0,82,6020889
39,0,1,19,2013.0,4.0,0.0,0,87,24492412
39,1,2,29,2018.0,4.0,4.0,1,57,757191
39,1,2,24,2020.0,1.0,3.0,1,62,821864
39,1,3,35,2024.0,12.0,4.0,1,81,15730309
39,1,3,42,2020.0,1.0,3.0,1,62,821864
39,1,2,16,2002.0,1.0,1.0,1,78,22592720
39,0,1,21,2002.0,12.0,4.0,1,72,4296406
39,0,1,11,2018.0,9.0,4.0,1,85,14990942
39,1,2,10,2021.0,12.0,4.0,1,85,14990942
39,1,2,7,2013.0,1.0,1.0,1,86,17967990
39,1,2,24,2009.0,6.0,0.0,1,82,27099455
39,1,3,17,2020.0,8.0,4.0,1,86,17967990
39,0,1,13,2023.0,1.0,4.0,1,85,14990942
39,0,1,33,1992.0,11.0,1.0,1,72,11088183
39,1,3,24,2021.0,4.0,4.0,1,63,288308
39,0,1,14,2023.0,4.0,4.0,1,85,14990942
39,1,2,10,2023.0,1.0,3.0,1,52,234014
