popularity,is_collaboration,num_artists,track_name_length,release_year,release_month,release_day_of_week,is_explicit,artist_popularity,artist_followers
55,1,2,23,2021.0,9.0,3.0,1,77,12965629
55,0,1,14,2015.0,3.0,5.0,1,89,22723977
55,0,1,10,2022.0,1.0,4.0,1,85,14990942
55,1,2,10,2019.0,10.0,4.0,0,89,31088986
55,0,1,14,2016.0,12.0,4.0,1,82,27099455
55,1,2,20,2011.0,8.0,0.0,1,83,10393555
55,0,1,9,2021.0,5.0,4.0,1,82,27099455
55,0,1,6,2022.0,4.0,3.0,1,85,21687055
55,1,4,41,2021.0,4.0,4.0,1,63,288308
55,1,2,22,1994.0,4.0,1.0,1,72,4296406
55,1,2,24,2018.0,10.0,4.0,1,85,21687055
55,0,1,11,2022.0,1.0,3.0,1,85,10381399
55,1,3,40,2020.0,5.0,4.0,1,95,103251589
55,0,1,4,2013.0,4.0,0.0,1,87,24492412
55,0,1,13,2002.0,12.0,4.0,1,72,4296406
55,0,1,3,2025.0,7.0,4.0,1,85,14990942
55,0,1,16,2021.0,5.0,4.0,1,84,34311895
55,0,1,19,2011.0,7.0,5.0,1,89,44682383
55,1,2,16,2010.0,6.0,4.0,1,88,104677300
55,1,3,15,2024.0,2.0,4.0,1,69,1044048
55,1,2,21,2015.0,5.0,1.0,1,82,17353539
55,1,2,22,2015.0,9.0,4.0,1,90,41193212
55,0,1,6,2007.0,1.0,0.0,1,86,17967990
55,0,1,8,2019.0,8.0,4.0,1,84,12436593
55,1,3,43,2020.0,3.0,4.0,1,82,19276073
55,0,1,4,2011.0,10.0,0.0,1,82,17353539
55,0,1,2,2018.0,12.0,4.0,1,84,23853911
55,0,1,16,2017.0,3.0,5.0,1,95,103251589
55,1,2,41,0.0,0.0,0.0,1,76,12787604
55,0,1,9,2019.0,8.0,4.0,1,95,103251589
55,0,1,13,2005.0,3.0,3.0,1,83,18912162
55,0,1,4,2018.0,3.0,4.0,1,87,24492412
55,1,2,26,2020.0,5.0,4.0,1,86,34800337
55,0,1,17,2009.0,5.0,4.0,1,88,104677300
55,0,1,7,2008.0,11.0,0.0,0,89,31088986
55,1,2,31,2021.0,6.0,4.0,1,87,24492412
55,0,1,13,2018.0,4.0,6.0,0,89,31088986
55,0,1,12,2025.0,7.0,4.0,1,85,14990942
55,0,1,13,2018.0,6.0,4.0,1,95,103251589
55,0,1,13,2018.0,6.0,4.0,1,95,103251589
55,0,1,14,2022.0,9.0,2.0,1,85,14990942
55,1,2,8,2019.0,10.0,4.0,0,89,31088986
55,1,3,30,2015.0,5.0,1.0,1,82,17353539
55,1,2,10,2006.0,1.0,6.0,1,82,6020889
54,1,2,26,2018.0,6.0,4.0,1,85,14990942
54,1,2,30,2023.0,6.0,4.0,1,84,12436593
54,1,2,26,2017.0,8.0,4.0,1,82,19276073
54,0,1,11,2021.0,9.0,4.0,1,85,14990942
54,1,3,43,2014.0,8.0,0.0,1,90,41193212
54,1,2,8,2020.0,3.0,6.0,1,82,19276073
54,0,1,10,2018.0,9.0,4.0,1,85,14990942
54,0,1,7,2018.0,5.0,4.0,1,82,17353539
54,0,1,6,2019.0,6.0,5.0,1,95,103251589
54,1,2,29,0.0,0.0,0.0,1,95,103251589
54,0,1,21,2009.0,5.0,4.0,1,88,104677300
54,1,2,34,2020.0,5.0,4.0,1,86,17967990
54,0,1,15,2024.0,5.0,4.0,1,85,10381399
54,1,2,5,2002.0,5.0,6.0,1,88,104677300
54,0,1,13,1995.0,3.0,1.0,1,78,22592720
54,0,1,6,2020.0,9.0,4.0,1,85,14990942
54,1,2,8,2015.0,1.0,3.0,0,89,31088986
54,1,3,58,2016.0,8.0,2.0,1,82,19276073
54,0,1,13,2023.0,6.0,4.0,1,82,19276073
54,1,2,24,2023.0,7.0,4.0,1,78,5624184
54,0,1,21,2018.0,6.0,4.0,1,85,14990942
54,0,1,23,2023.0,5.0,4.0,1,85,14990942
54,0,1,13,2015.0,4.0,3.0,1,84,12436593
54,1,3,30,2021.0,6.0,4.0,1,85,21687055
54,1,2,34,2017.0,7.0,3.0,1,89,22723977
54,0,1,6,2020.0,11.0,4.0,1,85,14990942
54,1,2,29,2018.0,9.0,4.0,1,86,17967990
54,1,2,29,2018.0,8.0,4.0,1,88,104677300
54,0,1,9,2020.0,3.0,4.0,1,82,19276073
54,1,2,11,2024.0,7.0,4.0,1,88,104677300
54,0,1,12,2019.0,1.0,0.0,1,85,14990942
54,1,2,13,2023.0,11.0,4.0,0,77,3528231
54,0,1,9,2022.0,6.0,4.0,0,95,103251589
54,0,1,15,2021.0,8.0,6.0,0,89,31088986
54,0,1,20,2018.0,5.0,4.0,1,82,17353539
54,0,1,8,2021.0,9.0,4.0,1,85,14990942
54,0,1,12,2013.0,1.0,1.0,1,95,103251589
54,1,5,78,2021.0,10.0,3.0,1,40,77303
54,0,1,13,2017.0,6.0,4.0,1,89,22723977
54,1,2,31,2018.0,9.0,4.0,1,86,17967990
54,0,1,7,2013.0,6.0,1.0,1,82,27099455
54,0,1,9,2018.0,12.0,3.0,1,85,14990942
54,1,2,13,2005.0,8.0,1.0,1,89,31088986
54,0,1,6,2023.0,6.0,4.0,1,85,10381399
54,1,2,31,2018.0,4.0,4.0,1,82,27099455
54,1,2,6,2009.0,1.0,3.0,1,83,18912162
54,0,1,3,2020.0,3.0,4.0,1,82,19276073
54,0,1,5,2010.0,1.0,4.0,0,82,6020889
54,0,1,23,2001.0,1.0,0.0,1,78,22592720
54,0,1,19,2018.0,4.0,4.0,1,82,27099455
54,0,1,18,1989.0,3.0,0.0,1,63,6655056
54,1,2,16,2025.0,1.0,4.0,1,85,21687055
54,0,1,13,2017.0,7.0,3.0,1,89,22723977
54,0,1,6,2025.0,7.0,4.0,1,85,14990942
54,1,3,35,2018.0,2.0,4.0,1,85,10381399
54,0,1,16,2022.0,5.0,4.0,1,89,44682383
54,1,2,5,2019.0,10.0,4.0,0,89,31088986
54,0,1,7,2018.0,9.0,4.0,1,85,14990942
54,0,1,9,2025.0,7.0,6.0,1,62,1319380
54,1,2,11,2005.0,8.0,1.0,1,89,31088986
54,0,1,7,2020.0,12.0,3.0,1,85,21687055
54,1,2,18,2023.0,3.0,3.0,1,74,10039915
54,1,2,28,2020.0,7.0,4.0,1,85,10381399
54,0,1,6,2008.0,1.0,1.0,1,83,18912162
54,0,1,10,2019.0,10.0,4.0,1,85,14990942
54,0,1,8,1996.0,11.0,1.0,1,88,104677300
54,0,1,11,2016.0,5.0,4.0,1,82,19276073
54,0,1,14,2022.0,1.0,3.0,1,85,10381399
54,0,1,6,2018.0,6.0,4.0,1,85,14990942
54,0,1,11,2019.0,1.0,4.0,1,89,22723977
54,0,1,13,2015.0,5.0,1.0,1,82,17353539
54,0,1,14,2013.0,6.0,1.0,1,82,27099455
54,1,2,11,2024.0,3.0,4.0,1,89,22723977
54,0,1,9,2023.0,4.0,4.0,1,85,14990942
54,1,2,15,2006.0,1.0,6.0,1,61,1358705
54,0,1,22,2017.0,7.0,4.0,0,87,24492412
54,0,1,11,2018.0,5.0,4.0,1,85,21687055
54,0,1,10,2025.0,7.0,4.0,1,85,14990942
54,1,2,8,2019.0,5.0,4.0,1,71,6141931
54,0,1,9,2025.0,7.0,4.0,1,85,14990942
54,1,2,4,2024.0,6.0,3.0,0,75,7308130
54,0,1,22,2002.0,1.0,1.0,1,78,22592720
54,0,1,14,2020.0,3.0,4.0,1,82,19276073
54,1,4,56,2023.0,6.0,3.0,1,77,6639758
54,0,1,24,0.0,0.0,0.0,1,89,44682383
54,0,1,6,2020.0,5.0,4.0,1,85,10381399
54,1,2,10,2021.0,6.0,4.0,1,85,21687055
54,0,1,4,2025.0,7.0,4.0,1,85,14990942
54,1,3,8,2024.0,8.0,5.0,1,69,1044048
54,1,3,31,2018.0,10.0,4.0,1,89,22723977
54,0,1,18,2015.0,7.0,4.0,1,89,22723977
54,0,1,5,2019.0,6.0,4.0,1,89,22723977
54,0,1,15,2006.0,1.0,6.0,1,72,11088183
54,0,1,2,2025.0,7.0,4.0,1,85,14990942
54,1,2,26,1996.0,2.0,1.0,1,78,22592720
54,0,1,17,2020.0,3.0,4.0,1,82,19276073
54,0,1,20,2022.0,9.0,2.0,1,85,14990942
54,0,1,5,2025.0,7.0,4.0,1,85,14990942
54,1,3,10,2017.0,12.0,3.0,1,54,1200042
54,1,2,29,2024.0,9.0,4.0,1,67,4046658
54,0,1,5,2014.0,12.0,1.0,1,82,27099455
54,1,2,25,2018.0,6.0,4.0,1,55,1004817
54,0,1,21,2025.0,10.0,4.0,1,84,12436593
54,0,1,42,2020.0,8.0,5.0,1,90,41193212
54,1,2,27,2018.0,11.0,2.0,1,90,41193212
54,1,2,29,2018.0,5.0,4.0,1,82,17353539
54,0,1,8,2008.0,11.0,0.0,0,89,31088986
54,0,1,10,2024.0,11.0,4.0,1,82,19276073
54,1,3,31,2022.0,5.0,0.0,1,89,22723977
54,0,1,10,2004.0,11.0,4.0,1,88,104677300
54,1,2,36,2022.0,8.0,4.0,1,88,104677300
54,0,1,16,2017.0,6.0,4.0,1,89,22723977
54,0,1,9,2020.0,5.0,4.0,1,85,10381399
54,0,1,10,2024.0,5.0,4.0,1,85,10381399
54,0,1,26,2018.0,4.0,4.0,1,82,27099455
54,0,1,28,1994.0,9.0,1.0,1,76,12787604
54,0,1,15,0.0,0.0,0.0,1,95,103251589
54,1,2,36,2019.0,8.0,4.0,1,84,12436593
54,1,2,10,2005.0,3.0,3.0,1,83,18912162
54,0,1,5,2022.0,11.0,4.0,1,85,14990942
54,1,2,11,2019.0,6.0,4.0,1,85,21687055
54,1,2,10,2003.0,11.0,0.0,0,81,15730309
54,0,1,37,1994.0,9.0,1.0,1,76,12787604
54,1,2,19,2021.0,6.0,4.0,1,85,21687055
54,0,1,16,2022.0,1.0,4.0,1,85,14990942
54,0,1,14,2021.0,8.0,6.0,0,89,31088986
54,0,1,4,2020.0,5.0,4.0,1,85,10381399
54,1,3,14,2017.0,12.0,3.0,0,68,1601863
54,0,1,8,2004.0,11.0,4.0,1,88,104677300
54,0,1,8,2016.0,2.0,4.0,1,84,12436593
54,1,4,70,2021.0,8.0,3.0,1,88,122888289
54,1,2,7,2011.0,8.0,0.0,1,83,10393555
54,0,1,10,2017.0,7.0,3.0,1,89,22723977
54,0,1,7,2013.0,6.0,1.0,1,82,27099455
54,0,1,5,2017.0,4.0,4.0,1,86,15058026
54,0,1,9,2021.0,8.0,6.0,0,89,31088986
54,1,2,11,2023.0,7.0,2.0,0,61,1527879
54,0,1,11,1996.0,2.0,1.0,1,78,22592720
54,0,1,6,2022.0,5.0,3.0,1,82,17353539
54,0,1,9,2024.0,12.0,4.0,1,85,21687055
54,1,2,18,2025.0,10.0,4.0,0,69,178114
54,0,1,24,2020.0,3.0,4.0,1,82,19276073
54,0,1,14,2016.0,5.0,4.0,1,82,19276073
54,1,2,10,2008.0,1.0,1.0,1,86,17967990
54,0,1,32,1997.0,3.0,1.0,1,76,12787604
54,1,2,11,2014.0,12.0,4.0,1,84,34311895
54,1,3,8,2011.0,8.0,0.0,1,83,10393555
54,0,1,13,2008.0,1.0,1.0,0,82,6020889
54,0,1,14,2025.0,7.0,4.0,1,85,14990942
54,0,1,5,2014.0,12.0,1.0,1,82,27099455
54,1,2,8,2010.0,1.0,4.0,1,86,17967990
54,1,2,11,2005.0,8.0,1.0,1,89,31088986
54,0,1,13,2019.0,10.0,4.0,0,89,31088986
54,1,3,68,2005.0,11.0,4.0,1,76,12787604
54,0,1,3,2020.0,11.0,4.0,1,85,14990942
54,0,1,12,1996.0,2.0,1.0,1,78,22592720
54,0,1,11,2023.0,4.0,4.0,1,85,14990942
53,1,3,63,1997.0,3.0,1.0,1,76,12787604
53,1,4,9,2017.0,12.0,3.0,1,54,1200042
53,0,1,17,2001.0,12.0,1.0,1,72,4296406
53,1,3,48,2017.0,3.0,4.0,0,82,19276073
53,1,2,15,2024.0,4.0,4.0,1,89,22723977
53,0,1,6,2022.0,4.0,4.0,1,85,14990942
53,1,3,16,2024.0,8.0,5.0,1,69,1044048
53,0,1,5,2021.0,8.0,6.0,0,89,31088986
53,1,2,15,2020.0,11.0,4.0,1,89,22723977
53,1,2,18,2016.0,5.0,2.0,1,83,18912162
53,1,2,36,2013.0,6.0,1.0,1,82,27099455
53,0,1,12,2021.0,9.0,4.0,1,85,14990942
53,1,2,32,2022.0,10.0,4.0,1,85,21687055
53,1,2,17,2005.0,3.0,3.0,1,83,18912162
53,1,2,33,2018.0,10.0,4.0,1,72,12325954
53,1,4,53,2021.0,10.0,4.0,1,84,12436593
53,0,1,13,2019.0,2.0,1.0,1,85,14990942
53,0,1,6,2014.0,10.0,1.0,1,89,22723977
53,1,7,62,2019.0,7.0,4.0,1,62,821864
53,0,1,13,2017.0,8.0,4.0,1,82,19276073
53,0,1,27,1999.0,11.0,2.0,0,78,15116155
53,0,1,9,2018.0,4.0,4.0,1,81,25971799
53,0,1,11,2024.0,11.0,4.0,1,72,11088183
53,0,1,13,2020.0,3.0,4.0,1,82,19276073
53,1,2,17,2020.0,1.0,0.0,1,72,12308913
53,0,1,14,1995.0,3.0,1.0,1,78,22592720
53,0,1,7,2010.0,1.0,4.0,1,84,34311895
53,0,1,16,2022.0,8.0,4.0,1,85,14990942
53,0,1,7,2025.0,8.0,1.0,1,85,14990942
53,1,2,15,2004.0,1.0,3.0,1,78,22592720
53,0,1,7,2025.0,8.0,1.0,1,88,104677300
53,0,1,14,2001.0,1.0,0.0,1,78,22592720
53,0,1,4,2004.0,11.0,4.0,1,88,104677300
53,1,2,19,2020.0,3.0,4.0,1,82,19276073
53,0,1,14,2020.0,5.0,4.0,1,89,22723977
53,0,1,7,2014.0,10.0,1.0,1,89,22723977
53,1,3,9,2024.0,7.0,4.0,1,88,104677300
53,0,1,8,2018.0,4.0,4.0,1,82,27099455
53,0,1,6,2014.0,4.0,1.0,1,89,22723977
53,0,1,18,2010.0,9.0,1.0,1,89,44682383
53,0,1,10,2018.0,9.0,4.0,1,87,24492412
53,0,1,9,2011.0,10.0,0.0,1,82,17353539
53,1,2,7,2024.0,4.0,4.0,1,89,22723977
53,1,4,22,2016.0,1.0,4.0,1,62,1438323
53,1,4,12,1999.0,11.0,1.0,1,78,15116155
53,1,2,26,2018.0,9.0,4.0,1,85,14990942
53,1,5,55,1996.0,2.0,1.0,1,78,22592720
53,1,4,47,2022.0,11.0,4.0,0,84,34311895
53,0,1,5,2023.0,12.0,4.0,1,85,21687055
53,0,1,12,2015.0,7.0,4.0,1,89,22723977
53,1,2,7,2010.0,1.0,4.0,1,95,103251589
53,0,1,41,2002.0,1.0,1.0,1,78,22592720
53,1,2,4,2017.0,3.0,5.0,1,95,103251589
53,1,2,27,1999.0,11.0,1.0,1,72,4296406
53,1,2,31,2020.0,3.0,4.0,1,82,19276073
53,0,1,9,2015.0,7.0,4.0,1,89,22723977
53,1,2,10,2021.0,6.0,4.0,1,85,21687055
53,1,2,21,2005.0,8.0,5.0,1,83,18912162
53,0,1,7,2018.0,9.0,4.0,1,85,14990942
53,0,1,10,2021.0,8.0,6.0,0,89,31088986
53,0,1,14,2020.0,9.0,4.0,1,85,14990942
53,1,2,33,2011.0,10.0,0.0,1,82,17353539
53,0,1,6,2009.0,5.0,4.0,1,88,104677300
53,0,1,8,2017.0,8.0,4.0,1,82,19276073
53,1,2,31,2020.0,12.0,4.0,1,88,104677300
53,1,2,53,2020.0,7.0,4.0,1,79,7698811
53,0,1,21,2025.0,6.0,4.0,1,86,17967990
53,0,1,10,2023.0,6.0,4.0,1,85,10381399
53,0,1,10,2019.0,1.0,4.0,1,89,22723977
53,1,2,24,2022.0,5.0,0.0,1,89,22723977
53,0,1,17,2016.0,5.0,4.0,1,82,19276073
53,0,1,6,2020.0,4.0,3.0,1,85,21687055
53,1,3,9,2023.0,9.0,2.0,1,78,7321011
53,1,2,33,2022.0,8.0,6.0,1,84,34311895
53,0,1,15,2010.0,11.0,4.0,1,82,27099455
53,0,1,11,2017.0,8.0,4.0,1,82,19276073
53,0,1,12,2020.0,2.0,4.0,1,85,14990942
53,0,1,11,2013.0,6.0,1.0,1,82,27099455
53,1,2,32,2015.0,4.0,3.0,1,84,12436593
53,0,1,24,1996.0,2.0,1.0,1,78,22592720
53,0,1,4,2017.0,7.0,3.0,1,84,23853911
53,0,1,5,2025.0,6.0,4.0,1,86,17967990
53,0,1,20,2020.0,9.0,4.0,1,85,14990942
53,0,1,13,2016.0,6.0,4.0,1,89,31088986
53,1,5,43,2021.0,4.0,4.0,1,63,288308
53,1,2,19,2024.0,7.0,2.0,1,65,762507
53,0,1,31,1994.0,9.0,1.0,1,76,12787604
53,0,1,20,2018.0,12.0,4.0,1,72,11088183
53,0,1,19,2022.0,2.0,4.0,1,79,9701600
53,0,1,7,2014.0,8.0,0.0,1,90,41193212
53,0,1,9,2010.0,6.0,4.0,1,88,104677300
53,0,1,9,2023.0,12.0,4.0,1,84,34311895
53,0,1,11,2020.0,1.0,4.0,1,88,104677300
53,0,1,18,2014.0,8.0,0.0,1,90,41193212
53,0,1,7,2018.0,12.0,4.0,1,84,23853911
53,0,1,11,2017.0,8.0,4.0,1,82,19276073
53,1,3,7,2024.0,2.0,4.0,1,69,1044048
53,0,1,37,1997.0,3.0,1.0,1,76,12787604
53,0,1,7,2010.0,6.0,4.0,1,88,104677300
53,1,3,34,2020.0,10.0,4.0,1,84,23853911
53,0,1,15,2020.0,3.0,4.0,1,82,19276073
53,0,1,12,2016.0,4.0,2.0,1,89,22723977
53,1,2,34,2019.0,12.0,4.0,1,84,12436593
53,1,2,38,2018.0,11.0,1.0,1,84,11708960
53,0,1,14,2011.0,9.0,1.0,1,82,27099455
53,0,1,9,2015.0,12.0,4.0,1,82,19276073
53,0,1,14,2025.0,1.0,4.0,1,85,21687055
53,1,2,30,2021.0,6.0,4.0,1,87,24492412
53,0,1,10,2005.0,3.0,3.0,1,83,18912162
53,0,1,13,2022.0,4.0,4.0,1,85,14990942
53,1,2,5,2013.0,1.0,1.0,1,83,18912162
53,0,1,25,2016.0,3.0,4.0,1,89,44682383
53,1,2,8,2018.0,10.0,4.0,1,89,22723977
53,1,2,34,2021.0,4.0,4.0,1,72,3135070
53,1,2,8,2024.0,7.0,4.0,0,60,184356
53,0,1,8,2015.0,7.0,4.0,1,89,22723977
53,0,1,14,2023.0,12.0,4.0,1,84,34311895
53,1,3,9,2017.0,12.0,3.0,1,54,1200042
53,0,1,21,2019.0,8.0,4.0,1,84,12436593
53,1,2,15,2022.0,2.0,4.0,1,75,7965778
53,1,2,34,2020.0,2.0,4.0,1,85,21687055
53,1,2,4,2012.0,10.0,0.0,1,89,44682383
53,0,1,11,2020.0,9.0,4.0,1,85,14990942
53,0,1,12,2020.0,5.0,4.0,1,89,22723977
53,1,2,5,2011.0,8.0,4.0,1,89,31088986
53,0,1,10,2017.0,4.0,4.0,1,86,15058026
53,1,2,23,2024.0,3.0,4.0,1,89,22723977
53,0,1,14,2004.0,2.0,1.0,1,89,31088986
53,1,3,10,2006.0,1.0,6.0,1,78,22592720
53,1,2,32,2023.0,12.0,4.0,1,84,34311895
53,0,1,8,2018.0,6.0,4.0,1,85,14990942
53,0,1,51,2020.0,2.0,4.0,1,85,21687055
53,0,1,7,2015.0,4.0,3.0,1,84,12436593
53,0,1,14,2022.0,10.0,4.0,1,85,21687055
53,0,1,7,2013.0,1.0,1.0,1,95,103251589
53,0,1,13,2004.0,2.0,1.0,1,89,31088986
53,0,1,10,2018.0,9.0,4.0,1,85,14990942
53,0,1,8,2025.0,3.0,4.0,1,85,14990942
53,1,2,28,2021.0,1.0,4.0,1,58,3072242
53,1,2,15,2011.0,8.0,0.0,1,83,10393555
53,0,1,18,2023.0,6.0,4.0,1,82,19276073
53,0,1,16,2023.0,12.0,4.0,1,84,34311895
53,1,3,11,2017.0,12.0,3.0,1,54,1200042
53,1,3,11,2017.0,10.0,0.0,1,84,23853911
53,1,3,4,2024.0,2.0,4.0,1,69,1044048
53,1,2,33,2021.0,10.0,4.0,1,84,12436593
53,1,4,49,2014.0,4.0,1.0,1,89,22723977
53,0,1,9,2018.0,5.0,4.0,1,82,17353539
53,1,2,13,2018.0,10.0,4.0,1,89,22723977
53,0,1,5,2022.0,5.0,0.0,1,89,22723977
53,0,1,13,2021.0,2.0,5.0,1,85,14990942
53,1,4,45,1996.0,2.0,1.0,1,78,22592720
53,0,1,9,2024.0,11.0,4.0,1,82,19276073
53,1,2,9,2011.0,8.0,4.0,1,83,10393555
53,1,4,72,2019.0,9.0,4.0,0,88,122888289
53,0,1,14,2016.0,5.0,4.0,1,82,19276073
53,0,1,9,2020.0,12.0,4.0,1,88,104677300
53,1,2,25,2024.0,4.0,4.0,1,82,27099455
53,0,1,21,2022.0,1.0,3.0,1,85,10381399
53,0,1,17,2018.0,6.0,4.0,1,85,14990942
53,1,4,59,2016.0,8.0,4.0,1,84,12436593
53,0,1,27,2010.0,11.0,0.0,1,89,31088986
53,1,5,35,2021.0,4.0,4.0,1,63,288308
53,0,1,11,2015.0,4.0,0.0,1,87,24492412
53,1,2,28,2020.0,5.0,4.0,1,89,22723977
53,0,1,8,2023.0,11.0,4.0,1,95,103251589
53,0,1,17,2021.0,3.0,4.0,1,79,9701600
53,0,1,7,2023.0,6.0,4.0,1,82,19276073
53,0,1,4,2013.0,4.0,0.0,1,87,24492412
53,1,3,39,2019.0,1.0,4.0,1,89,22723977
53,0,1,14,2017.0,1.0,2.0,1,82,27099455
53,0,1,28,1997.0,3.0,1.0,1,76,12787604
53,0,1,10,2025.0,1.0,4.0,1,85,21687055
53,0,1,9,2019.0,9.0,3.0,1,80,6617029
53,0,1,6,2023.0,5.0,4.0,1,85,14990942
53,0,1,11,2016.0,6.0,4.0,1,89,31088986
53,1,2,32,2002.0,1.0,1.0,1,78,22592720
53,1,3,13,2017.0,10.0,0.0,1,84,23853911
53,1,5,61,2021.0,2.0,4.0,1,88,28386090
53,1,2,34,2021.0,5.0,4.0,1,84,34311895
52,0,1,18,2020.0,5.0,4.0,1,89,22723977
52,0,1,21,2021.0,9.0,4.0,1,85,14990942
52,1,2,10,2010.0,1.0,4.0,1,86,17967990
52,0,1,14,2014.0,12.0,4.0,1,84,34311895
52,0,1,8,2010.0,6.0,4.0,1,88,104677300
52,1,2,23,2018.0,9.0,0.0,1,84,12436593
52,1,2,18,2024.0,4.0,4.0,1,89,22723977
52,1,2,13,2003.0,2.0,3.0,1,83,18912162
52,0,1,9,1997.0,1.0,2.0,1,78,22592720
52,0,1,10,2021.0,9.0,4.0,1,85,14990942
52,1,2,21,0.0,0.0,0.0,1,82,17353539
52,1,2,23,2018.0,9.0,0.0,1,84,12436593
52,0,1,12,2013.0,6.0,1.0,1,82,27099455
52,0,1,6,2021.0,4.0,4.0,1,84,23853911
52,0,1,10,2018.0,5.0,4.0,1,82,17353539
52,1,2,24,2024.0,12.0,2.0,1,84,12436593
52,1,4,54,2015.0,4.0,0.0,1,87,24492412
52,1,2,8,2022.0,1.0,3.0,1,65,1037721
52,0,1,13,2019.0,12.0,0.0,1,85,14990942
52,1,2,29,2017.0,12.0,4.0,1,88,104677300
52,0,1,16,2016.0,5.0,4.0,1,82,19276073
52,1,2,20,2017.0,6.0,4.0,1,89,22723977
52,1,3,11,2025.0,6.0,4.0,1,56,114511
52,1,3,45,2022.0,2.0,4.0,1,72,3479342
52,0,1,13,1992.0,11.0,1.0,1,72,11088183
52,1,3,15,2024.0,8.0,5.0,1,69,1044048
52,0,1,11,2014.0,12.0,4.0,1,84,34311895
52,0,1,17,2003.0,2.0,3.0,1,83,18912162
52,0,1,11,2020.0,7.0,4.0,1,85,10381399
52,0,1,10,2018.0,12.0,3.0,1,85,14990942
52,0,1,19,2016.0,1.0,6.0,1,89,22723977
52,1,3,61,1996.0,2.0,1.0,0,78,22592720
52,0,1,8,0.0,0.0,0.0,1,82,17353539
52,0,1,6,2020.0,12.0,4.0,1,88,104677300
52,1,2,7,1999.0,11.0,1.0,1,78,15116155
52,1,2,8,2017.0,8.0,3.0,1,85,21687055
52,0,1,5,2016.0,10.0,4.0,1,85,14990942
52,1,2,7,2010.0,9.0,1.0,1,89,44682383
52,0,1,16,2005.0,1.0,5.0,1,86,17967990
52,0,1,12,2018.0,12.0,4.0,1,84,23853911
52,1,2,30,2021.0,8.0,4.0,1,72,4296406
52,0,1,10,2023.0,5.0,4.0,1,85,14990942
52,0,1,7,2016.0,3.0,4.0,1,84,12436593
52,0,1,12,2020.0,11.0,4.0,1,85,14990942
52,0,1,15,2025.0,8.0,1.0,1,85,14990942
52,0,1,13,2017.0,6.0,4.0,1,89,22723977
52,1,2,10,2025.0,10.0,2.0,1,72,11088183
52,0,1,12,2020.0,2.0,4.0,1,85,14990942
52,1,3,10,1999.0,11.0,1.0,1,78,15116155
52,1,2,27,2025.0,9.0,4.0,1,84,12436593
52,0,1,5,2020.0,3.0,4.0,1,82,19276073
52,1,2,36,2024.0,11.0,4.0,1,85,42616046
52,0,1,14,2018.0,8.0,4.0,1,88,104677300
52,0,1,14,2019.0,1.0,4.0,1,89,22723977
52,0,1,16,2022.0,6.0,4.0,1,80,6617029
52,0,1,11,2022.0,1.0,4.0,1,85,14990942
52,1,2,14,2024.0,4.0,4.0,1,89,22723977
52,1,2,32,2022.0,3.0,3.0,1,62,821864
52,0,1,17,2018.0,5.0,4.0,1,82,17353539
52,1,2,18,2025.0,8.0,4.0,1,65,189632
52,0,1,20,2023.0,12.0,4.0,0,84,34311895
52,0,1,11,2016.0,8.0,2.0,1,82,19276073
52,0,1,3,2024.0,11.0,3.0,1,85,21687055
52,0,1,10,2022.0,4.0,4.0,1,85,14990942
52,1,3,15,1992.0,12.0,1.0,1,78,15116155
52,0,1,8,2016.0,10.0,4.0,1,85,14990942
52,0,1,20,2022.0,2.0,4.0,1,79,9701600
52,0,1,11,2018.0,9.0,4.0,1,85,14990942
52,0,1,11,2018.0,12.0,3.0,1,85,14990942
52,0,1,8,2018.0,6.0,4.0,1,95,103251589
52,1,2,10,2025.0,1.0,4.0,1,78,7321011
52,1,2,39,0.0,0.0,0.0,1,76,12787604
52,1,2,11,2016.0,7.0,4.0,1,84,23853911
52,0,1,20,2021.0,8.0,6.0,0,89,31088986
52,1,5,60,2020.0,1.0,4.0,1,88,104677300
52,0,1,22,2015.0,12.0,4.0,1,83,18912162
52,0,1,12,2023.0,6.0,4.0,1,84,12436593
52,1,2,9,2013.0,11.0,1.0,1,88,104677300
52,0,1,4,2018.0,2.0,4.0,1,71,3655701
52,1,2,11,2010.0,9.0,1.0,1,89,44682383
52,0,1,10,2017.0,7.0,3.0,1,89,22723977
52,1,2,31,2025.0,7.0,4.0,1,85,14990942
52,0,1,20,1994.0,4.0,1.0,1,72,4296406
52,1,2,23,2025.0,9.0,4.0,1,84,12436593
52,0,1,5,2022.0,9.0,4.0,1,85,21687055
52,1,2,23,2017.0,7.0,3.0,1,89,22723977
52,0,1,15,2009.0,5.0,4.0,1,88,104677300
52,0,1,9,2021.0,9.0,4.0,1,85,14990942
52,1,3,12,2022.0,2.0,4.0,1,70,4655818
52,1,2,17,2024.0,4.0,4.0,1,89,22723977
52,0,1,12,2022.0,10.0,4.0,1,85,21687055
52,0,1,10,2016.0,6.0,4.0,1,89,31088986
52,0,1,7,2016.0,5.0,0.0,1,84,23853911
52,0,1,6,2018.0,8.0,4.0,1,88,104677300
52,1,2,43,2011.0,7.0,5.0,1,89,44682383
52,0,1,7,2023.0,6.0,4.0,1,85,10381399
52,1,5,18,1992.0,12.0,1.0,1,78,15116155
52,1,2,14,2021.0,6.0,4.0,1,85,21687055
52,0,1,10,2009.0,5.0,4.0,1,88,104677300
52,1,2,11,2024.0,4.0,4.0,1,89,22723977
